INCOME,SEX,MARITAL.STATUS,AGE,EDUCATION,OCCUPATION,AREA,DUAL.INCOMES,HOUSEHOLD.SIZE,UNDER18,HOUSEHOLDER,HOME.TYPE,ETHNIC.CLASS,LANGUAGE
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,
[20.000-25.000),F,Single,25-34,1 to 3 years of college,Clerical/Service Worker,4-6 years,Not Married,One,,Rent,Apartment,White,English
[75.000-,F,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
[40.000-50.000),F,Single,25-34,1 to 3 years of college,Professional/Managerial,1-3 years,Not Married,Two,One,Own,House,Black,English
-10.000),F,Widowed,65+,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,One,,Own,House,White,English
[20.000-25.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,English
[20.000-25.000),F,Single,14-17,,Homemaker,,Not Married,Five,Six,Rent,Other,Hispanic,Spanish
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,,Family,,Black,English
[50.000-75.000),M,Married,45-54,Graduated High Scool,Professional/Managerial,10+ years,Yes,Four,One,Own,House,White,English
-10.000),M,Married,18-24,Grades 9 to 11,Unemployed,,No,Four,,Rent,Apartment,White,English
-10.000),M,Single,18-24,1 to 3 years of college,Unemployed,10+ years,Not Married,One,,Family,Condominium,White,English
[15.000-20.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,,Family,House,White,English
-10.000),F,Single,14-17,Grades 9 to 11,Sales Worker,4-6 years,Not Married,Four,One,Rent,House,Asian,Other
[50.000-75.000),F,Married,45-54,1 to 3 years of college,Professional/Managerial,7-10 years,Yes,Two,,Rent,House,White,English
[25.000-30.000),F,Married,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Four,One,Rent,Apartment,Black,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Three,One,Family,House,White,English
[25.000-30.000),M,Single,45-54,Graduated High Scool,Clerical/Service Worker,7-10 years,Not Married,One,,Rent,House,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,White,English
[20.000-25.000),F,Single,35-44,College graduate,Clerical/Service Worker,7-10 years,Not Married,,Two,,House,American Indian,
[75.000-,M,Married,25-34,Grad Study,Professional/Managerial,10+ years,Yes,Three,One,Own,Condominium,White,English
[40.000-50.000),F,Married,35-44,Grad Study,Homemaker,10+ years,No,Five,Three,Own,House,Hispanic,English
[10.000-15.000),F,Divorced,25-34,1 to 3 years of college,Clerical/Service Worker,,Not Married,Three,One,Rent,Condominium,White,English
[50.000-75.000),M,Single,25-34,Grad Study,Professional/Managerial,4-6 years,Not Married,Three,,Rent,Apartment,White,English
[50.000-75.000),F,Married,35-44,Grad Study,Homemaker,10+ years,No,Four,Two,Own,House,White,English
[25.000-30.000),M,Married,35-44,Graduated High Scool,Professional/Managerial,1-3 years,No,Two,Three,Own,House,Hispanic,English
[75.000-,M,Married,25-34,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
[20.000-25.000),F,Divorced,45-54,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Two,,Own,Condominium,Pacific Islander,English
[40.000-50.000),F,Married,35-44,Graduated High Scool,Clerical/Service Worker,10+ years,Yes,Two,,Own,House,White,
[75.000-,M,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Three,,Own,House,White,English
[25.000-30.000),F,Married,65+,Graduated High Scool,Retired,10+ years,No,Two,,Own,House,White,English
[15.000-20.000),F,Single,18-24,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,One,,Rent,Apartment,Hispanic,English
-10.000),F,Single,25-34,College graduate,Professional/Managerial,4-6 years,Not Married,One,,Own,House,White,English
[30.000-40.000),M,Divorced,35-44,Grad Study,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
[50.000-75.000),M,Together,25-34,1 to 3 years of college,Professional/Managerial,7-10 years,Yes,Two,,Rent,Apartment,White,English
-10.000),F,Together,25-34,Graduated High Scool,Homemaker,4-6 years,Yes,Two,,Rent,Apartment,Hispanic,Spanish
-10.000),M,Single,35-44,1 to 3 years of college,"Student, HS or College",,Not Married,One,,Rent,Apartment,White,English
[20.000-25.000),F,Single,35-44,College graduate,Professional/Managerial,10+ years,Not Married,One,,Rent,Other,White,English
[30.000-40.000),M,Single,18-24,1 to 3 years of college,Professional/Managerial,,Not Married,One,,Own,House,Hispanic,
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Three,One,Family,House,White,English
[15.000-20.000),F,Divorced,35-44,Graduated High Scool,Sales Worker,10+ years,Not Married,Four,One,Family,,Hispanic,Spanish
[20.000-25.000),F,Divorced,55-64,1 to 3 years of college,Retired,,Not Married,One,,,Apartment,,English
[30.000-40.000),F,Together,35-44,Graduated High Scool,Professional/Managerial,10+ years,Not Married,Two,,Rent,House,White,English
[30.000-40.000),M,Married,55-64,Grad Study,Professional/Managerial,10+ years,No,Three,One,Own,House,White,English
-10.000),M,Single,25-34,College graduate,Unemployed,,Not Married,Four,Two,Rent,House,Hispanic,Spanish
[10.000-15.000),M,Single,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Five,,Family,House,White,English
[75.000-,M,Married,35-44,Graduated High Scool,Professional/Managerial,10+ years,Yes,Four,Two,Own,Mobile Home,Hispanic,English
[40.000-50.000),F,Widowed,55-64,Grad Study,Professional/Managerial,7-10 years,Not Married,,,Own,House,White,English
[25.000-30.000),F,Married,25-34,Graduated High Scool,Homemaker,10+ years,No,Five,Three,Own,House,White,English
[75.000-,M,Single,25-34,College graduate,Professional/Managerial,1-3 years,Not Married,Two,,Rent,Apartment,White,English
[40.000-50.000),F,Together,25-34,1 to 3 years of college,Professional/Managerial,1-3 years,Not Married,Two,,Rent,House,White,English
[50.000-75.000),F,Married,55-64,College graduate,Retired,10+ years,No,Two,,Own,House,Hispanic,English
-10.000),F,Single,18-24,Grades 9 to 11,Sales Worker,7-10 years,Not Married,Seven,Three,Family,House,Hispanic,Spanish
[20.000-25.000),F,Single,35-44,Grades 9 to 11,Clerical/Service Worker,10+ years,Not Married,One,,Rent,Apartment,Hispanic,English
[25.000-30.000),F,Single,25-34,College graduate,Factory Worker/Laborer/Driver,1-3 years,Not Married,One,,Rent,Apartment,White,English
-10.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Five,,Rent,Apartment,,English
[25.000-30.000),M,Married,45-54,Grad Study,Professional/Managerial,7-10 years,Yes,Seven,Four,Rent,House,Other,English
[40.000-50.000),F,Married,45-54,1 to 3 years of college,Clerical/Service Worker,10+ years,Yes,Four,Two,Own,House,White,English
[25.000-30.000),M,Married,18-24,1 to 3 years of college,Military,1-3 years,Yes,Two,,Rent,Apartment,East Indian,Other
[30.000-40.000),M,Married,35-44,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Yes,Four,Two,Own,House,Hispanic,Spanish
[20.000-25.000),F,Married,65+,Graduated High Scool,Homemaker,10+ years,No,Two,,Own,House,White,English
-10.000),M,Married,55-64,Graduated High Scool,Retired,,No,Two,,Rent,Apartment,Hispanic,
[15.000-20.000),F,Widowed,65+,Graduated High Scool,Retired,10+ years,Not Married,One,,Rent,Apartment,White,English
[40.000-50.000),F,Married,35-44,Graduated High Scool,Clerical/Service Worker,10+ years,Yes,Six,Three,Own,House,Black,English
[25.000-30.000),M,Together,25-34,Graduated High Scool,Professional/Managerial,-1 year,Not Married,Two,,Rent,Apartment,Hispanic,English
[75.000-,F,Married,25-34,1 to 3 years of college,Professional/Managerial,,Yes,Four,Two,Own,House,White,English
[75.000-,F,Single,25-34,College graduate,Sales Worker,1-3 years,Not Married,,,Rent,Apartment,White,English
-10.000),F,Single,14-17,Grades 9 to 11,Professional/Managerial,10+ years,Not Married,Three,Two,Family,House,White,English
[75.000-,M,Single,18-24,1 to 3 years of college,Factory Worker/Laborer/Driver,1-3 years,Not Married,Seven,,Own,House,Black,English
[50.000-75.000),F,Divorced,35-44,1 to 3 years of college,Homemaker,10+ years,Not Married,Three,,Own,House,White,English
[10.000-15.000),F,Divorced,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Own,House,White,English
[20.000-25.000),F,Single,18-24,1 to 3 years of college,Factory Worker/Laborer/Driver,,Not Married,Four,,Rent,,Asian,English
[15.000-20.000),M,Single,18-24,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Rent,Condominium,Pacific Islander,English
[50.000-75.000),F,Married,45-54,1 to 3 years of college,Homemaker,1-3 years,No,Four,Two,Own,House,White,English
[10.000-15.000),M,Single,14-17,Grades 9 to 11,Unemployed,10+ years,Not Married,Three,Two,Family,Condominium,Hispanic,English
[30.000-40.000),M,Single,25-34,College graduate,Professional/Managerial,10+ years,Not Married,One,,Own,Other,Hispanic,English
-10.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,,Family,House,Hispanic,Spanish
[40.000-50.000),F,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,White,English
[50.000-75.000),M,Single,55-64,College graduate,Professional/Managerial,10+ years,Not Married,One,,Own,Condominium,White,English
[50.000-75.000),M,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Three,Two,Own,House,White,English
[75.000-,M,Single,25-34,Grad Study,Professional/Managerial,4-6 years,Not Married,Nine or more,Two,Rent,Condominium,White,Other
[75.000-,F,Married,55-64,Grad Study,Homemaker,10+ years,No,Three,,Own,House,White,English
[10.000-15.000),M,Single,18-24,Graduated High Scool,Military,1-3 years,Not Married,One,,,Other,White,English
[20.000-25.000),F,Single,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Two,,Own,Condominium,Black,English
[20.000-25.000),F,Single,35-44,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,,,Rent,Apartment,White,English
[75.000-,F,Married,35-44,College graduate,Professional/Managerial,10+ years,Yes,Four,One,Own,House,White,English
[20.000-25.000),M,Single,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,One,,Rent,Apartment,Hispanic,English
-10.000),F,Together,18-24,1 to 3 years of college,Sales Worker,7-10 years,Not Married,Five,One,Family,House,White,English
[25.000-30.000),F,Single,25-34,Grad Study,Professional/Managerial,10+ years,Not Married,Two,,Rent,Apartment,White,English
[20.000-25.000),F,Divorced,55-64,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Own,House,White,English
[10.000-15.000),F,Married,65+,Grad Study,Retired,10+ years,No,Two,,Own,House,White,English
[50.000-75.000),F,Married,35-44,1 to 3 years of college,Professional/Managerial,,Yes,Two,,Own,House,White,English
-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",7-10 years,Not Married,One,,Rent,Apartment,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Five,Three,Family,House,,English
[15.000-20.000),M,Single,18-24,Grades 9 to 11,Unemployed,10+ years,Not Married,Five,,Family,House,Hispanic,English
[50.000-75.000),M,Married,45-54,Graduated High Scool,Retired,10+ years,No,Four,One,Own,House,White,English
[30.000-40.000),M,Single,25-34,College graduate,Professional/Managerial,10+ years,Not Married,One,,Rent,House,White,English
[15.000-20.000),F,Single,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,One,,Rent,Apartment,White,English
[75.000-,F,Together,35-44,College graduate,Sales Worker,10+ years,Yes,Two,,Rent,Other,White,English
[50.000-75.000),F,Married,18-24,1 to 3 years of college,Clerical/Service Worker,,Not Married,,,,House,Hispanic,Spanish
-10.000),F,Single,14-17,Grades 9 to 11,Unemployed,10+ years,Not Married,Four,Two,Family,House,White,English
[20.000-25.000),M,Single,35-44,1 to 3 years of college,Sales Worker,10+ years,Not Married,One,,Rent,Apartment,White,English
[75.000-,F,Married,55-64,College graduate,Retired,7-10 years,No,Two,,Own,House,White,English
[20.000-25.000),M,Single,25-34,1 to 3 years of college,Sales Worker,1-3 years,Not Married,Three,,Rent,House,White,English
[15.000-20.000),F,Divorced,35-44,Graduated High Scool,Sales Worker,7-10 years,Not Married,One,,Rent,Apartment,Black,English
[25.000-30.000),F,Married,25-34,College graduate,Professional/Managerial,-1 year,Yes,Two,,Rent,Apartment,White,English
[50.000-75.000),M,Married,35-44,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Yes,Two,,Own,House,White,English
[20.000-25.000),F,Married,55-64,1 to 3 years of college,Clerical/Service Worker,10+ years,No,Two,,Own,House,White,English
[40.000-50.000),F,Married,18-24,Graduated High Scool,Professional/Managerial,4-6 years,Yes,Two,,Rent,Apartment,White,English
[40.000-50.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",7-10 years,Not Married,Eight,,Rent,House,Pacific Islander,English
[10.000-15.000),F,Single,25-34,1 to 3 years of college,,,Not Married,One,,Rent,Apartment,White,English
[40.000-50.000),F,Married,25-34,1 to 3 years of college,Homemaker,10+ years,No,Four,Two,Own,House,White,English
[50.000-75.000),M,Widowed,65+,1 to 3 years of college,Retired,10+ years,Not Married,One,,Own,House,White,English
[50.000-75.000),F,Married,25-34,Grad Study,Professional/Managerial,1-3 years,Yes,Two,,Own,House,,English
[75.000-,F,Married,25-34,1 to 3 years of college,Clerical/Service Worker,10+ years,Yes,Two,,Own,House,White,English
[30.000-40.000),M,Divorced,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,One,Rent,House,White,English
-10.000),F,Single,18-24,Graduated High Scool,Sales Worker,10+ years,Not Married,Three,,Family,House,White,English
-10.000),F,Single,18-24,Grade 8 or less,Sales Worker,7-10 years,Not Married,,,Rent,Apartment,Hispanic,Spanish
-10.000),M,Single,18-24,Graduated High Scool,Military,1-3 years,Not Married,One,,,Other,White,English
[25.000-30.000),M,Single,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,One,,Rent,Condominium,White,English
[50.000-75.000),F,Married,35-44,Grad Study,Professional/Managerial,4-6 years,Yes,Two,,Own,Condominium,White,English
[40.000-50.000),M,Married,25-34,1 to 3 years of college,Clerical/Service Worker,4-6 years,Yes,Two,,Rent,Apartment,Black,English
[10.000-15.000),M,Single,18-24,Graduated High Scool,Military,1-3 years,Not Married,One,,,Other,White,English
[50.000-75.000),F,Together,18-24,College graduate,"Student, HS or College",10+ years,Not Married,Two,,Rent,House,White,English
[75.000-,F,Married,35-44,1 to 3 years of college,Homemaker,7-10 years,No,Three,One,Own,House,White,English
[75.000-,M,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
[10.000-15.000),M,Married,65+,Graduated High Scool,Retired,,No,Two,,Own,House,White,English
[30.000-40.000),M,Married,35-44,Grad Study,Professional/Managerial,,Yes,Three,One,Own,House,White,English
[50.000-75.000),M,Single,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Four,,Family,House,White,English
[75.000-,M,Married,55-64,Grad Study,Retired,10+ years,No,Two,,Own,House,White,English
[75.000-,F,Married,65+,Grades 9 to 11,,10+ years,Yes,Two,,Own,House,,English
-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,Six,Two,Family,House,White,English
[30.000-40.000),F,Married,65+,Grades 9 to 11,Retired,10+ years,No,Two,,Own,Condominium,White,English
[30.000-40.000),F,Married,18-24,1 to 3 years of college,Professional/Managerial,1-3 years,Yes,Two,,Rent,Apartment,White,English
[10.000-15.000),F,Single,18-24,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Two,,Rent,Apartment,White,English
[25.000-30.000),F,Single,18-24,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Six,One,Rent,House,Hispanic,English
-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",4-6 years,Not Married,Five,Two,Own,House,White,English
[40.000-50.000),F,Married,18-24,Graduated High Scool,,4-6 years,Yes,Three,One,Rent,Condominium,White,English
-10.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",7-10 years,Not Married,Four,One,Family,House,Hispanic,English
[50.000-75.000),F,Married,35-44,Graduated High Scool,Homemaker,1-3 years,No,Two,,Rent,Apartment,White,Other
[40.000-50.000),F,Married,45-54,Graduated High Scool,Clerical/Service Worker,10+ years,Yes,Two,,Rent,Apartment,Other,Spanish
[50.000-75.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,English
[75.000-,F,Married,35-44,Grad Study,Sales Worker,4-6 years,Yes,Two,,Own,Condominium,White,English
[75.000-,F,Married,35-44,1 to 3 years of college,Sales Worker,10+ years,No,Five,Three,Own,House,Hispanic,Spanish
